equipmentName,originalKdmName,itemType,slot,weaponType,tier,rarity,cardId,cardName,cost,type,shortEffect,fullEffect,tags,damage,breakDamage,statusApplied,targetProfile,quirk,sourceEquipmentName,sourceOriginalName,equipmentIndex,mechanicalSignature,previousTargetProfile,universalTargeting,universalTargetingNote,colorAffinity,colorAffinityName,colorAffinitySource,canonicalQuarryId,canonicalQuarryName,weaponStrategyId,weaponStrategyName,weaponRampResource,weaponPayoffPattern,weaponStrategyNote,cardCopyEligible,baseCopiesFromOneItem,maxCopiesFromOneItem,extraCopiesUnlockableFromOneItem,copyTrainingTrackKey,copyProgressTrigger,copy2Unlock,copy3Unlock,copyLimitRule,copyAuditStatus,block,opensWeakPoint,firstCounterFree,mechanicFlags,testBonus,archiveAfterUse,consequenceReduction,salvage,prepared,panicGain,phaseRestriction,partyBlock,panicClear,duplicateCorrectionApplied,reveal,statusReduced,reduction,exhaust,guarded,grantedByEquippedArmourSets,conditionalCost,grantedByArmourSet,setId,setCompletePiecesRequired,grantedByAffinity,affinityThresholdRequired
Arc Bow,ARC BOW,weapon,weapon,bow,early,common,arcBowOpeningStrike,Arc Bow — Opening Strike,1,attack,Deal 3 damage. Apply Doom 3.,"Deal 3 damage with Arc Bow. Apply Doom 3. After use, Exhaust this equipment until the next monster turn.","['Ranged', 'Marking', 'Precise', 'Attack']",3,3,{'Doom': 3},Any valid target,exhaust,Arc Bow,ARC BOW,11,733233406428,Phoenix,True,Effect resolves against the current combat target; it never requires fighting a specific quarry.,red,Red,equipment,ashPhoenix,Ash Phoenix,rangedControl,Ranged Control,Marked / positioning / pinning,"Ranged attacks that ignore guard, break weak points or improve follow-up hits.","Mark, pin or soften the quarry from a distance before committing.",True,1,3,2,survivorId:gearInstanceId:cardId,Gain practice when this card is successfully played while its item instance is equipped.,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.,,,,,,,,,,,,,,,,,,,,,,,,,,
Arc Bow,ARC BOW,weapon,weapon,bow,early,common,arcBowTechnique,Arc Bow — Technique,2,skill,"Mark a wing, eye or distant weak point; ranged attacks ignore Guarded 1. Also gain 3 block. Gain Guarded 1 if first card this turn.","Mark a wing, eye or distant weak point; ranged attacks ignore Guarded 1. Gain 3 block. After use, Exhaust this equipment until the next monster turn. If this is your first card this turn, gain Guarded 1.","['Ranged', 'Marking', 'Precise', 'Setup']",,,{'Guarded': 1},,exhaust+firstCardGuarded,Arc Bow,ARC BOW,11,6305ada51a27,,True,Effect resolves against the current combat target; it never requires fighting a specific quarry.,red,Red,equipment,ashPhoenix,Ash Phoenix,rangedControl,Ranged Control,Marked / positioning / pinning,"Ranged attacks that ignore guard, break weak points or improve follow-up hits.","Mark, pin or soften the quarry from a distance before committing.",True,1,3,2,survivorId:gearInstanceId:cardId,Gain practice when this card is successfully played while its item instance is equipped.,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.,3,True,False,,,,,,,,,,,True,,,,,,,,,,,,
Arc Bow,ARC BOW,weapon,weapon,bow,early,common,arcBowPayoff,Arc Bow — Payoff,2,attack,"Deal 7 damage and 4 break damage. If this breaks a weak point, resolve Doom 2 and the exhaust rider.","Deal 7 damage and 4 break damage. If the weak point breaks, apply Doom 2 and resolve: After use, Exhaust this equipment until the next monster turn.","['Ranged', 'Marking', 'Precise', 'Payoff', 'WeakPoint']",7,4,{'Doom': 2},Any valid target,exhaust,Arc Bow,ARC BOW,11,083773510d19,,True,Effect resolves against the current combat target; it never requires fighting a specific quarry.,red,Red,equipment,ashPhoenix,Ash Phoenix,rangedControl,Ranged Control,Marked / positioning / pinning,"Ranged attacks that ignore guard, break weak points or improve follow-up hits.","Mark, pin or soften the quarry from a distance before committing.",True,1,3,2,survivorId:gearInstanceId:cardId,Gain practice when this card is successfully played while its item instance is equipped.,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.,,,,"{'countsAsCounter': False, 'firstCounterFree': False}",,,,,,,,,,,,,,,,,,,,,,
Armor Spikes,ARMOR SPIKES,body,body,armor,mid,uncommon,armorSpikesBrace,Armor Spikes — Brace,1,skill,"Gain 3 block and Guarded 1. If hit before your next turn, reduce Poison or Panic by 1.","Gain 3 block and Guarded 1. If the next monster hit lands before your next turn, reduce Poison or Panic by 1 after damage. If you play a third attack this round, gain Panic 1.","['Defensive', 'Party', 'WoundCare']",,,,,frenzyCheck,Armor Spikes,ARMOR SPIKES,12,5f0cdcfdae9f,,True,Effect resolves against the current combat target; it never requires fighting a specific quarry.,blue,Blue,equipment,bloatedGodling,Bloated Godling,,,,,,True,1,3,2,survivorId:gearInstanceId:cardId,Gain practice when this card is successfully played while its item instance is equipped.,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.,3,,,,,,,,,,,,,,,Poison,,,1,['Gorment Armour'],,,,,,
Armor Spikes,ARMOR SPIKES,body,body,armor,mid,uncommon,armorSpikesFittedPlate,Armor Spikes — Fitted Plate,1,reaction,"After damage is previewed, prevent 4 damage. Then give the next ally Guarded 2.","After incoming damage is previewed, prevent 4 damage with the body slot. Then the next ally gains Guarded 2. If you play a third attack this round, gain Panic 1.","['Defensive', 'Party', 'WoundCare', 'Reaction']",,,,,frenzyCheck,Armor Spikes,ARMOR SPIKES,12,79989528e340,,True,Effect resolves against the current combat target; it never requires fighting a specific quarry.,blue,Blue,equipment,bloatedGodling,Bloated Godling,,,,,,True,1,3,2,survivorId:gearInstanceId:cardId,Gain practice when this card is successfully played while its item instance is equipped.,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.,4,,,,,,,,,,,2,,,,,,,,['Gorment Armour'],,,,,,
Bandages,BANDAGES,tool,tool,bandage,early,common,bandagesResonance,Bandages — Resonance,1,support,Chosen ally gains 3 block and Prepared 2. No Panic if used before the monster acts.,"Chosen ally gains 3 block and Prepared 2. If the phase is wrong for this item, also gain Panic 1. If the quarry is below half HP, add +1 break damage.","['WoundCare', 'Support', 'Party']",,,,,bloodied,Bandages,BANDAGES,13,9a38f0bd8b90,,True,Effect resolves against the current combat target; it never requires fighting a specific quarry.,green,Green,equipment,,Settlement,,,,,,True,1,3,2,survivorId:gearInstanceId:cardId,Gain practice when this card is successfully played while its item instance is equipped.,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.,3,,,,,,,,2,0,,,,,,,,,,,,,,,,
Bandages,BANDAGES,tool,tool,bandage,early,common,bandagesEcho,Bandages — Echo,1,reaction,"After an ally breaks a weak point, give the next ally Guarded 1 or clear Panic 2.","After an ally breaks a weak point or survives a hunt event, choose: next ally gains Guarded 1, or clear Panic 2. If the quarry is below half HP, add +1 break damage.","['WoundCare', 'Support', 'Party']",,,,,bloodied,Bandages,BANDAGES,13,6573875340b4,,True,Effect resolves against the current combat target; it never requires fighting a specific quarry.,green,Green,equipment,,Settlement,,,,,,True,1,3,2,survivorId:gearInstanceId:cardId,Gain practice when this card is successfully played while its item instance is equipped.,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.,,,,,,,,,,,,1,2,,,,,,,,,,,,,
Beacon Guard,BEACON SHIELD,offhand,offhand,shield,early,uncommon,beaconGuardShieldWall,Beacon Guard — Shield Wall,1,skill,Gain 5 block and give chosen ally Guarded 1. The first Counter from this equipment this battle costs 0.,Gain 5 block and give chosen ally Guarded 1. Set firstCounterReady for this equipment if unused. Chosen ally gains Guarded 1 after this resolves.,"['Defensive', 'Counter', 'Party']",,,,,ally,Beacon Guard,BEACON SHIELD,14,0eced1451289,,True,Effect resolves against the current combat target; it never requires fighting a specific quarry.,blue,Blue,equipment,,Settlement,partySupport,Party Support Weapon,Prepared / ally Block / party positioning,"Ally buffs, block grants, panic clear and shared payoffs.",Use weapon actions to protect or set up allies rather than only dealing damage.,True,1,3,2,survivorId:gearInstanceId:cardId,Gain practice when this card is successfully played while its item instance is equipped.,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.,5,,,{'grantsFirstCounterFree': True},,,,,,,,1,,,,,,,,,"{""condition"": ""firstCounterCardThisBattleFromThisEquipment"", ""cost"": 0, ""limit"": ""oncePerBattle"", ""rulesNote"": ""Track a per-battle equipment flag; reset at battle start.""}",,,,,
Beacon Guard,BEACON SHIELD,offhand,offhand,shield,early,uncommon,beaconGuardAnsweringBash,Beacon Guard — Answering Bash,1,reaction,Counter for 4 damage after blocking. Costs 0 if it is this equipment’s first Counter of the battle.,"After this survivor blocks or prevents damage, Counter for 4 damage. If firstCounterUsed[beaconGuard] is false this battle, pay 0 and then set it true. Chosen ally gains Guarded 1 after this resolves.","['Defensive', 'Counter', 'Party']",4,,,,ally,Beacon Guard,BEACON SHIELD,14,bfb71810570e,,True,Effect resolves against the current combat target; it never requires fighting a specific quarry.,blue,Blue,equipment,,Settlement,partySupport,Party Support Weapon,Prepared / ally Block / party positioning,"Ally buffs, block grants, panic clear and shared payoffs.",Use weapon actions to protect or set up allies rather than only dealing damage.,True,1,3,2,survivorId:gearInstanceId:cardId,Gain practice when this card is successfully played while its item instance is equipped.,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.,0,,,"{'countsAsCounter': True, 'firstCounterFree': True, 'counterFreeScope': 'perBattlePerEquipment'}",,,,,,,,,,,,,,,,,"{""condition"": ""firstCounterCardThisBattleFromThisEquipment"", ""cost"": 0, ""limit"": ""oncePerBattle"", ""rulesNote"": ""Track a per-battle equipment flag; reset at battle start.""}",,,,,
Beast Knuckle,BEAST KNUCKLE,weapon,weapon,fistAndTooth,early,common,beastKnuckleOpeningStrike,Beast Knuckle — Opening Strike,0,attack,Deal 3 damage. Apply Bleed 1.,"Deal 3 damage with Beast Knuckle. Apply Bleed 1. If you play a third attack this round, gain Panic 1.","['Counter', 'Survival', 'Wound', 'Attack']",3,0,{'Bleed': 1},Any valid target,frenzyCheck,Beast Knuckle,BEAST KNUCKLE,15,2ab6dec2102b,Screaming Antelope,True,Effect resolves against the current combat target; it never requires fighting a specific quarry.,red,Red,equipment,wailingAntelope,Wailing Antelope,panicRamp,Panic Furnace,Panic,"Strange attacks, scythes and cards that gain power from Panic or clearing Panic.","Accept or generate Panic, then turn instability into bigger attacks.",True,1,3,2,survivorId:gearInstanceId:cardId,Gain practice when this card is successfully played while its item instance is equipped.,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.,,,,,,,,,,,,,,,,,,,,,,,,,,
Beast Knuckle,BEAST KNUCKLE,weapon,weapon,fistAndTooth,early,common,beastKnuckleTechnique,Beast Knuckle — Technique,2,skill,"Bait a close strike; after blocking, Counter with +2 damage. Also gain 1 block.","Bait a close strike; after blocking, Counter with +2 damage. Gain 1 block. If you play a third attack this round, gain Panic 1.","['Counter', 'Survival', 'Wound', 'Setup']",,,,,frenzyCheck,Beast Knuckle,BEAST KNUCKLE,15,39f3c26d10d7,,True,Effect resolves against the current combat target; it never requires fighting a specific quarry.,red,Red,equipment,wailingAntelope,Wailing Antelope,panicRamp,Panic Furnace,Panic,"Strange attacks, scythes and cards that gain power from Panic or clearing Panic.","Accept or generate Panic, then turn instability into bigger attacks.",True,1,3,2,survivorId:gearInstanceId:cardId,Gain practice when this card is successfully played while its item instance is equipped.,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.,1,True,True,,,,,,,,,,,,,,,,,,,,,,,
Beast Knuckle,BEAST KNUCKLE,weapon,weapon,fistAndTooth,early,common,beastKnucklePayoff,Beast Knuckle — Payoff,2,reaction,"Deal 7 damage and 1 break damage. If this breaks a weak point, resolve Bleed 1 and the frenzyCheck rider.","Deal 7 damage and 1 break damage. If the weak point breaks, apply Bleed 1 and resolve: If you play a third attack this round, gain Panic 1.","['Counter', 'Survival', 'Wound', 'Payoff', 'WeakPoint']",7,1,{'Bleed': 1},,frenzyCheck,Beast Knuckle,BEAST KNUCKLE,15,57d8fc65d2dc,,True,Effect resolves against the current combat target; it never requires fighting a specific quarry.,red,Red,equipment,wailingAntelope,Wailing Antelope,panicRamp,Panic Furnace,Panic,"Strange attacks, scythes and cards that gain power from Panic or clearing Panic.","Accept or generate Panic, then turn instability into bigger attacks.",True,1,3,2,survivorId:gearInstanceId:cardId,Gain practice when this card is successfully played while its item instance is equipped.,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.,,,,"{'countsAsCounter': True, 'firstCounterFree': True}",,,,,,,,,,,,,,,,,"{""condition"": ""firstCounterCardThisBattleFromThisEquipment"", ""cost"": 0, ""limit"": ""oncePerBattle"", ""rulesNote"": ""This is a data flag for code, not just reminder text.""}",,,,,
